

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-07-24T23:33:28PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
574|WISEA J143247.52+351016.1|218.19824 |  35.17104 |G|2877109| 9.597000 |PUN |22.8g|  0.000|2|0|37|4|1|4|0
575|WISEA J143248.05+325412.8|218.20003 |  32.90368 |IrS|2551834| 8.512000 |PUN |15.6L|  0.000|3|0|18|4|1|0|0
576|WISEA J143256.15+350655.7|218.23398 |  35.11541 |G|2757491| 9.198000 |PUN |22.7g|  0.000|2|0|37|4|1|3|0
577|SDSS J143259.67+351340.5|218.24863 |  35.22794 |G|2918480| 9.735000 |PUN |23.7g|  0.000|2|0|25|3|1|4|0
578|WISEA J143304.92+351326.6|218.27079 |  35.22393 |G|2430718| 8.108000 |PUN |24.6g|  0.000|2|0|37|4|1|4|0
579|SDSS J143313.07+352555.6|218.30449 |  35.43212 |G|2864517| 9.555000 |PUN |22.3g|  0.000|3|0|15|2|1|4|0
580|WISEA J143313.67+354009.5|218.30700 |  35.66923 |G|2446906| 8.162000 |PUN |23.9g|  0.000|3|0|37|4|1|4|0
581|FLX J143313.74+334830.2|218.30727 |  33.80841 |G|2678346| 8.934000 |PUN |16.2J|  0.000|7|0|12|6|1|0|0
582|WISEA J143315.28+353024.2|218.31363 |  35.50672 |G|2474188| 8.253000 |PUN |21.2g|  0.000|4|0|37|4|1|4|0
583|WISEA J143316.66+340444.4|218.31946 |  34.07904 |*|2672350| 8.914000 |PUN |14.6g|  0.000|5|0|40|7|1|4|0
584|WISEA J143320.15+335724.3|218.33393 |  33.95678 |VisS|2524553| 8.421000 |PUN |19.3J|  0.000|8|0|26|8|1|0|0
585|WISEA J143323.13+351032.4|218.34647 |  35.17569 |G|2620486| 8.741000 |PUN |23.2g|  0.000|3|0|37|4|1|4|0
586|WISEA J143323.98+344937.2|218.34982 |  34.82714 |G|2617189| 8.730000 |PUN |23.4g|  0.000|3|0|37|4|1|4|0
587|WISEA J143324.06+335054.2|218.35026 |  33.84835 |VisS|2906788| 9.696000 |PUN |23.5g|  0.000|5|0|37|4|1|4|0
588|WISEA J143333.03+341412.4|218.38765 |  34.23680 |*|2683443| 8.951000 |PUN |16.4g|  0.000|4|0|33|5|1|4|0
589|WISEA J143333.47+344409.5|218.38947 |  34.73608 |G|2514060| 8.386000 |PUN |20.1z|  0.000|3|0|22|4|1|0|0
590|FLX J143334.58+335502.4|218.39409 |  33.91734 |G|2675348| 8.924000 |PUN |17.8J|  0.000|4|0|0|2|1|0|0
591|WISEA J143337.98+332400.9|218.40818 |  33.40018 |G|2571920| 8.579000 |PUN |23.1g|  0.000|3|0|40|5|1|4|0
592|WISEA J143344.63+345308.1|218.43591 |  34.88557 |G|2848329| 9.501000 |PUN |22.3g|  0.000|5|0|47|5|1|4|0
593|WISEA J143346.01+343921.0|218.44171 |  34.65587 |*|2658560| 8.868000 |PUN |19.3g|  0.000|5|0|33|5|1|4|0
594|WISEA J143350.16+331710.7|218.45889 |  33.28629 |G|2595304| 8.657000 |PUN |22.5g|  0.000|5|0|37|4|1|4|0
595|WISEA J143350.15+345320.3|218.45899 |  34.88896 |VisS|2589308| 8.637000 |PUN |24.1g|  0.000|3|0|37|4|1|4|0
596|WISEA J143350.52+350834.3|218.46058 |  35.14290 |G|2464294| 8.220000 |PUN |23.1g|  0.000|3|0|37|4|1|4|0
597|WISEA J143355.96+345011.5|218.48329 |  34.83671 |VisS|2454401| 8.187000 |PUN |23.5B|  0.000|6|0|48|6|1|0|0
598|WISEA J143400.14+345701.9|218.50050 |  34.95053 |*|2689139| 8.970000 |PUN |22.2z|  0.000|3|0|22|4|1|0|0
599|WISEA J143402.10+345803.2|218.50877 |  34.96770 |VisS|2732609| 9.115000 |PUN |20.3z|  0.000|4|0|38|4|1|4|0
600|WISEA J143409.27+353718.0|218.53853 |  35.62172 |G|2457399| 8.197000 |PUN |24.2g|  0.000|4|0|37|4|1|4|0
601|WISEA J143410.96+343553.4|218.54548 |  34.59817 |IrS|2430118| 8.106000 |PUN |18.7J|  0.000|3|0|20|4|1|0|0
602|WISEA J143420.26+333308.9|218.58444 |  33.55250 |G|2952956| 9.850000 |PUN |23.2g|  0.000|6|0|37|4|1|4|0
603|WISEA J143422.08+341500.6|218.59202 |  34.25022 |*|2763187| 9.217000 |PUN |13.7g|  0.000|4|0|40|7|1|4|0
604|2MASS J14342229+3546434|218.59273 |  35.77863 |*|2743101| 9.150000 |PUN |21.3g|  0.000|1|0|21|4|1|4|1
605|WISEA J143424.74+343646.2|218.60313 |  34.61291 |*|2593505| 8.651000 |PUN |22.4g|  0.000|4|0|37|4|1|4|0
606|WISEA J143424.78+330606.5|218.60332 |  33.10187 |G|2802760| 9.349000 |PUN |23.2g|  0.000|3|0|37|4|1|4|0
607|WISEA J143425.05+351510.7|218.60428 |  35.25279 |G|2942463| 9.815000 |PUN |22.8z|  0.000|4|0|23|4|1|0|0
608|WISEA J143431.23+332227.4|218.63026 |  33.37420 |G|2563226| 8.550000 |PUN |22.9g|  0.000|4|0|37|4|1|4|0
609|SDSS J143431.57+325725.7|218.63155 |  32.95714 |G|2591107| 8.643000 |PUN |23.7g|  0.000|3|0|25|3|1|4|0
610|WISEA J143431.87+345040.2|218.63279 |  34.84449 |G|2937367| 9.798000 |PUN |20.0z|  0.000|3|0|32|5|1|0|0
611|WISEA J143440.72+342209.9|218.66975 |  34.36932 |G|2524253| 8.420000 |PUN |23.9g|  0.000|3|0|37|4|1|4|0
612|SDWFS J143441.85+344624.7|218.67458 |  34.77360 |G|2565924| 8.559000 |PUN |21.7z|  0.000|4|0|11|4|1|0|0
613|WISEA J143443.44+333716.8|218.68104 |  33.62135 |*|2514060| 8.386000 |PUN |15.6g|  0.000|4|0|49|8|1|3|0
614|WISEA J143447.53+354406.8|218.69809 |  35.73509 |G|2731110| 9.110000 |PUN |23.1g|  0.000|2|0|37|4|1|4|0
615|WISEA J143449.62+335249.8|218.70686 |  33.88068 |IrS|2525452| 8.424000 |PUN |20.8J|  0.000|4|0|22|4|1|0|0
616|WISEA J143451.55+330945.0|218.71491 |  33.16254 |G|2428019| 8.099000 |PUN |21.4g|  0.000|3|0|37|4|1|4|0
617|WISEA J143453.63+351434.6|218.72343 |  35.24295 |G|2821047| 9.410000 |PUN |23.0g|  0.000|2|0|37|4|1|4|0
618|SDSS J143456.22+340023.8|218.73428 |  34.00662 |G|2611492| 8.711000 |PUN |21.4g|  0.000|7|0|25|3|1|4|0
619|WISEA J143457.27+350303.4|218.73859 |  35.05102 |VisS|2438512| 8.134000 |PUN |21.8g|  0.000|3|0|37|4|1|3|0
620|WISEA J143501.92+351016.3|218.75811 |  35.17114 |G|2539542| 8.471000 |PUN |24.0g|  0.000|3|0|37|4|1|4|0
621|WISEA J143503.52+351036.8|218.76483 |  35.17686 |G|2670552| 8.908000 |PUN |23.5g|  0.000|3|0|35|4|1|4|0
622|[KEC2012] J218.80917+33.04236 |218.80917 |  33.04237 |G|2527251| 8.430000 |PUN |     |  0.000|1|0|0|1|2|0|0
623|WISEA J143514.47+330414.4|218.81036 |  33.07051 |G|2647767| 8.832000 |PUN |23.6g|  0.000|2|0|37|4|1|4|0
624|WISEA J143514.50+330548.9|218.81062 |  33.09706 |IrS|2625283| 8.757000 |PUN |18.1J|  0.000|2|0|22|4|1|0|0
625|WISEA J143525.78+342041.5|218.85741 |  34.34481 |VisS|2665155| 8.890000 |PUN |23.0g|  0.000|4|0|37|4|1|4|0
626|WISEA J143526.07+344356.1|218.85875 |  34.73206 |G|2873811| 9.586000 |PUN |23.2g|  0.000|4|0|37|4|1|4|0
627|WISEA J143529.11+342106.9|218.87130 |  34.35187 |G|2903191| 9.684000 |PUN |22.8g|  0.000|4|0|37|4|1|4|0
628|WISEA J143531.77+351313.8|218.88238 |  35.22056 |IrS|2740403| 9.141000 |PUN |15.8L|  0.000|2|0|22|4|1|0|0
629|WISEA J143531.77+333751.7|218.88244 |  33.63103 |*|2508064| 8.366000 |PUN |14.7g|  0.000|4|0|40|7|1|4|0
630|WISEA J143533.98+350537.7|218.89157 |  35.09375 |G|2696334| 8.994000 |PUN |22.5g|  0.000|3|0|37|4|1|4|0
631|SDWFS J143535.34+344557.4|218.89729 |  34.76588 |G|2659759| 8.872000 |PUN |21.3z|  0.000|5|0|12|4|1|0|0
632|WISEA J143539.70+325913.4|218.91552 |  32.98699 |G|2559628| 8.538000 |PUN |20.4g|  0.000|3|0|37|4|1|4|0
633|SDWFS J143539.77+344359.5|218.91558 |  34.73320 |G|2612991| 8.716000 |PUN |20.9z|  0.000|14|0|18|10|1|0|0
634|WISEA J143541.74+334445.5|218.92404 |  33.74603 |VisS|2880107| 9.607000 |PUN |21.9g|  0.000|4|0|37|4|1|4|0
635|WISEA J143545.98+352218.5|218.94163 |  35.37185 |VisS|2660059| 8.873000 |PUN |23.1g|  0.000|3|0|37|4|1|4|0
636|WISEA J143546.00+342344.3|218.94189 |  34.39546 |G|2506265| 8.360000 |PUN |22.3g|  0.000|5|0|37|4|1|4|0
637|WISEA J143546.48+345149.4|218.94377 |  34.86385 |G|2462496| 8.214000 |PUN |22.8g|  0.000|2|0|37|4|1|4|0
638|WISEA J143546.83+330503.2|218.94509 |  33.08430 |G|2647168| 8.830000 |PUN |21.2g|  0.000|2|0|43|5|1|4|0
639|WISEA J143547.60+330903.1|218.94826 |  33.15099 |G|2412430| 8.047000 |PUN |21.4g|  0.000|3|0|37|4|1|4|0
640|WISEA J143550.74+351832.5|218.96153 |  35.30931 |VisS|2461896| 8.212000 |PUN |20.4z|  0.000|7|0|40|7|1|4|1
641|WISEA J143555.07+333234.6|218.97950 |  33.54297 |*|2462496| 8.214000 |PUN |17.4g|  0.000|5|0|33|5|1|3|0
642|WISEA J143557.67+335314.3|218.99036 |  33.88728 |G|2607595| 8.698000 |PUN |23.1g|  0.000|4|0|37|4|1|4|0
643|WISEA J143558.78+333319.1|218.99490 |  33.55535 |G|2582413| 8.614000 |PUN |22.4g|  0.000|4|0|37|4|1|4|0
644|WISEA J143603.41+343724.0|219.01421 |  34.62331 |G|2541641| 8.478000 |PUN |22.7g|  0.000|5|0|37|4|1|4|0
645|WISEA J143605.16+350832.5|219.02153 |  35.14236 |G|2452003| 8.179000 |PUN |22.4g|  0.000|3|0|37|4|1|4|0
646|WISEA J143607.32+353821.9|219.03055 |  35.63939 |*|2488877| 8.302000 |PUN |18.8g|  0.000|3|0|33|5|1|4|0
647|WISEA J143616.96+335212.3|219.07065 |  33.87008 |VisS|2460697| 8.208000 |PUN |22.6g|  0.000|5|0|37|4|1|4|0
648|WISEA J143627.34+343909.4|219.11402 |  34.65264 |*|2884603| 9.622000 |PUN |22.7g|  0.000|5|0|27|4|1|4|0
649|SDSS J143640.30+343243.4|219.16794 |  34.54542 |G|2753894| 9.186000 |PUN |23.6g|  0.000|4|0|25|3|1|4|0
650|WISEA J143640.83+340454.8|219.17011 |  34.08192 |G|2643270| 8.817000 |PUN |22.4g|  0.000|3|0|37|4|1|4|0
651|WISEA J143641.88+343228.4|219.17459 |  34.54121 |G|2680745| 8.942000 |PUN |23.1g|  0.000|4|0|37|4|1|4|0
652|WISEA J143642.69+341325.2|219.17793 |  34.22357 |G|2496672| 8.328000 |PUN |23.8g|  0.000|4|0|37|4|1|4|0
653|WISEA J143644.41+343723.4|219.18506 |  34.62320 |G|2816251| 9.394000 |PUN |22.5g|  0.000|4|0|37|4|1|4|0
654|WISEA J143645.79+351242.6|219.19079 |  35.21174 |G|2698432| 9.001000 |PUN |23.1g|  0.000|2|0|37|4|1|4|0
655|WISEA J143646.60+343839.6|219.19419 |  34.64431 |G|2457099| 8.196000 |PUN |21.1g|  0.000|5|0|37|4|1|4|0
656|WISEA J143647.65+333052.7|219.19866 |  33.51472 |G|2450204| 8.173000 |PUN |19.0J|  0.000|3|0|22|4|1|0|0
657|[BIO2015] BORGY 6477644216|219.19900 |  50.73933 |G|2542240| 8.480000 |PUN |     |  0.000|1|0|1|1|1|0|0
658|WISEA J143650.17+352630.4|219.20912 |  35.44168 |G|2499070| 8.336000 |PUN |21.8g|  0.000|3|0|37|4|1|4|0
659|[RMT2022] 1437+5043_0259|219.25110 |  50.71440 |G|3165809|10.560000 |PUN |     |  0.000|1|0|0|1|1|0|0
660|WISEA J143703.46+341907.5|219.26441 |  34.31879 |VisS|2448106| 8.166000 |PUN |20.5J|  0.000|5|0|23|5|1|0|0
661|SDSS J143704.40+341121.3|219.26835 |  34.18926 |G|2407634| 8.031000 |PUN |24.4g|  0.000|1|0|15|2|1|4|0
662|SDWFS J143706.11+334137.0|219.27545 |  33.69362 |IrS|2644170| 8.820000 |PUN |15.9L|  0.000|2|0|9|3|1|0|0
663|WISEA J143707.99+350342.2|219.28331 |  35.06173 |*|2976940| 9.930000 |PUN |15.1z|  0.000|3|0|39|7|1|3|0
664|SDSS J143709.82+344836.1|219.29093 |  34.81005 |G|2488578| 8.301000 |PUN |21.5z|  0.000|3|0|36|4|1|4|0
665|WISEA J143714.97+341545.7|219.31243 |  34.26269 |G|2497571| 8.331000 |PUN |22.4g|  0.000|6|0|37|4|1|4|0
666|2MASS J14371749+3359409|219.32293 |  33.99474 |*|2508963| 8.369000 |PUN |22.1g|  0.000|3|0|21|4|1|4|0
667|WISEA J143720.80+343432.1|219.33676 |  34.57555 |G|2542240| 8.480000 |PUN |23.4g|  0.000|2|0|35|4|1|4|0
668|WISEA J143721.85+334723.1|219.34105 |  33.78980 |IrS|2812953| 9.383000 |PUN |18.1J|  0.000|3|0|22|4|1|0|0
669|SDSS J143723.96+343002.0|219.34984 |  34.50056 |G|2747298| 9.164000 |PUN |23.1g|  0.000|2|0|25|3|1|4|0
670|WISEA J143725.43+340901.9|219.35598 |  34.15053 |G|2509563| 8.371000 |PUN |21.5g|  0.000|3|0|37|4|1|4|0
671|WISEA J143725.54+350646.3|219.35647 |  35.11287 |G|2618687| 8.735000 |PUN |21.1z|  0.000|3|0|22|4|1|0|0
672|WISEA J143727.55+333204.2|219.36481 |  33.53450 |*|2792267| 9.314000 |PUN |15.5g|  0.000|2|0|39|8|2|4|0
673|WISEA J143730.84+341855.9|219.37855 |  34.31555 |G|2723315| 9.084000 |PUN |21.6g|  0.000|4|0|37|4|1|4|0
674|WISEA J143733.95+343355.8|219.39134 |  34.56545 |G|2438212| 8.133000 |PUN |22.6g|  0.000|5|0|37|4|1|4|0
675|WISEA J143736.68+344712.4|219.40287 |  34.78679 |G|2939465| 9.805000 |PUN |22.1g|  0.000|3|0|37|4|1|4|0
676|SDSS J143740.45+332838.9|219.41858 |  33.47749 |G|2659459| 8.871000 |PUN |20.7g|  0.000|3|0|25|3|1|4|0
677|WISEA J143740.77+353016.5|219.41990 |  35.50460 |*|2587209| 8.630000 |PUN |14.4z|  0.000|3|0|36|7|1|0|0
678|WISEA J143742.99+340829.0|219.42897 |  34.14141 |G|2657361| 8.864000 |PUN |21.5g|  0.000|3|0|37|4|1|4|0
679|WISEA J143748.89+333415.0|219.45366 |  33.57089 |G|2500269| 8.340000 |PUN |22.2g|  0.000|3|0|41|5|1|4|0
680|SDSS J143749.56+335159.4|219.45650 |  33.86651 |G|2498471| 8.334000 |PUN |22.6g|  0.000|2|0|23|3|1|4|0
681|SDSS J143750.32+341631.6|219.45970 |  34.27547 |G|2918180| 9.734000 |PUN |22.4g|  0.000|5|0|25|3|1|4|0
682|SDSS J143750.50+342123.0|219.46043 |  34.35641 |G|2423223| 8.083000 |PUN |22.8g|  0.000|1|0|15|2|1|4|0
683|WISEA J143751.00+345454.1|219.46249 |  34.91504 |VisS|2614490| 8.721000 |PUN |22.4g|  0.000|3|0|37|4|1|4|1
684|SDSS J143757.74+350033.0|219.49058 |  35.00917 |G|2980237| 9.941000 |PUN |21.1g|  0.000|3|0|25|3|1|4|0
685|WISEA J143800.84+353029.4|219.50346 |  35.50816 |*|2782674| 9.282000 |PUN |14.7z|  0.000|3|0|34|8|2|0|2
686|SDSS J143801.22+353712.9|219.50512 |  35.62027 |G|2841433| 9.478000 |PUN |21.6g|  0.000|1|0|25|3|1|4|0
687|WISEA J143801.50+354331.9|219.50629 |  35.72548 |G|2514659| 8.388000 |PUN |23.6g|  0.000|2|0|37|4|1|4|1
688|WISEA J143802.47+335506.6|219.51019 |  33.91846 |G|2446906| 8.162000 |PUN |23.2g|  0.000|3|0|37|4|1|3|0
689|WISEA J143802.79+341814.3|219.51175 |  34.30400 |G|2658560| 8.868000 |PUN |23.7g|  0.000|3|0|37|4|1|4|0
690|WISEA J143803.68+353722.9|219.51535 |  35.62304 |G|2860620| 9.542000 |PUN |20.9g|  0.000|3|0|37|4|1|4|0
691|SDWFS J143804.12+351649.5|219.51719 |  35.28041 |IrS|2549735| 8.505000 |PUN |16.2L|  0.000|2|0|10|3|1|0|0
692|WISEA J143804.59+335526.8|219.51917 |  33.92408 |G|2493974| 8.319000 |PUN |22.6g|  0.000|3|0|37|4|1|4|0
693|WISEA J143804.62+333951.6|219.51927 |  33.66436 |*|2548236| 8.500000 |PUN |15.0g|  0.000|2|0|40|8|1|4|0
694|WISEA J143807.07+352731.8|219.52952 |  35.45890 |*|2457999| 8.199000 |PUN |17.4g|  0.000|3|0|33|5|1|4|0
695|WISEA J143807.49+344132.2|219.53120 |  34.69230 |G|2890299| 9.641000 |PUN |22.5g|  0.000|3|0|45|5|1|4|0
696|WISEA J143809.82+354203.3|219.54098 |  35.70092 |*|2456200| 8.193000 |PUN |14.8z|  0.000|2|0|37|6|1|4|0
697|WISEA J143811.66+342455.1|219.54859 |  34.41531 |IrS|2801861| 9.346000 |PUN |16.2L|  0.000|2|0|22|4|1|0|0
698|WISEA J143813.66+353526.2|219.55713 |  35.59068 |G|2443009| 8.149000 |PUN |23.4g|  0.000|3|0|37|4|1|4|0
699|WISEA J143816.17+353303.8|219.56715 |  35.55110 |G|2539242| 8.470000 |PUN |20.3z|  0.000|3|0|22|4|1|0|0
700|WISEA J143817.27+343543.8|219.57212 |  34.59554 |G|2710124| 9.040000 |PUN |21.5g|  0.000|1|0|37|4|1|4|0
701|WISEA J143817.76+353802.1|219.57402 |  35.63412 |G|2687940| 8.966000 |PUN |20.3z|  0.000|3|0|30|5|1|0|0
702|WISEA J143817.85+354258.7|219.57433 |  35.71636 |G|2612692| 8.715000 |PUN |20.6g|  0.000|2|0|37|4|1|4|0
703|WISEA J143819.91+341933.8|219.58317 |  34.32603 |G|2593205| 8.650000 |PUN |21.6g|  0.000|2|0|37|4|1|4|0
704|SDSS J143821.92+354956.3|219.59135 |  35.83233 |*|2978738| 9.936000 |PUN |22.5g|  0.000|1|0|5|2|1|4|1
705|WISEA J143822.88+352239.0|219.59537 |  35.37753 |G|2858821| 9.536000 |PUN |20.8z|  0.000|3|0|23|5|1|0|0
706|WISEA J143825.67+344836.8|219.60672 |  34.81005 |G|2491875| 8.312000 |PUN |19.1z|  0.000|2|0|22|4|1|0|0
707|SDSS J143827.93+354513.7|219.61638 |  35.75382 |*|2441510| 8.144000 |PUN |22.8g|  0.000|1|0|5|2|1|4|1
708|WISEA J143828.36+340234.4|219.61793 |  34.04301 |G|2617788| 8.732000 |PUN |23.3g|  0.000|2|0|43|5|1|4|0
709|WISEA J143833.21+335509.3|219.63840 |  33.91926 |*|2996126| 9.994000 |PUN |14.9g|  0.000|2|0|40|7|1|4|0
710|WISEA J143837.16+352718.3|219.65482 |  35.45516 |*|2677447| 8.931000 |PUN |14.1z|  0.000|2|0|32|6|1|0|0
711|SDSS J143839.76+350238.3|219.66570 |  35.04399 |G|2782974| 9.283000 |PUN |21.4g|  0.000|2|0|25|3|1|4|0
712|SDSS J143841.12+353140.9|219.67136 |  35.52804 |G|2705627| 9.025000 |PUN |22.5g|  0.000|1|0|15|2|1|4|0
713|WISEA J143841.19+343534.7|219.67175 |  34.59274 |G|2716120| 9.060000 |PUN |22.7g|  0.000|3|0|37|4|1|4|0
714|2MASS J14384155+3459033|219.67315 |  34.98424 |*|2781775| 9.279000 |PUN |14.3g|  0.000|1|0|21|4|1|4|0
715|WISEA J143842.31+344724.8|219.67634 |  34.79021 |*|2918480| 9.735000 |PUN |15.2g|  0.000|2|0|40|7|1|4|0
716|WISEA J143846.24+353114.4|219.69280 |  35.52078 |G|2695434| 8.991000 |PUN |     |  0.000|2|0|21|4|2|0|0
717|WISEA J143846.49+353232.8|219.69365 |  35.54246 |VisS|2565025| 8.556000 |PUN |23.2g|  0.000|2|0|37|4|1|4|0
718|WISEA J143846.61+333411.7|219.69419 |  33.57003 |G|2408233| 8.033000 |PUN |22.8g|  0.000|4|0|37|4|1|4|0
719|WISEA J143848.11+343557.7|219.70057 |  34.59942 |G|2593505| 8.651000 |PUN |21.2g|  0.000|4|0|41|5|1|4|0
720|WISEA J143849.07+341811.0|219.70456 |  34.30297 |G|2466093| 8.226000 |PUN |20.7g|  0.000|2|0|37|4|1|4|0
721|[RMT2022] 1442-0212_0245|220.52780 |  -2.20530 |G|3132832|10.450000 |PUN |     |  0.000|1|0|0|1|1|0|0
722|[RMT2022] 1456+2754_0665|224.08880 |  27.90290 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
723|BoRG 1459+7146_0785|224.72390 |  71.78140 |G|2997925|10.000000 |PUN |     |  0.000|2|0|0|2|1|0|0
724|[RMT2022] 1525+0960_0719|231.19710 |   9.99700 |G|2839035| 9.470000 |PUN |     |  0.000|1|0|0|1|1|0|0
725|[RMT2022] 1607+1332_0996|241.70160 |  13.54680 |G|2626182| 8.760000 |PUN |     |  0.000|1|0|0|1|1|0|0
726|SSTSL2 J164022.96+464244.1|250.09600 |  46.71200 |G|2680145| 8.940000 |S1L |     |  0.000|1|0|9|2|1|0|0
727|ABELL 2219:[SER2007] c1|250.09850 |  46.70736 |G|2695135| 8.990000 |S1L |     |  0.000|1|0|1|1|1|0|0
728|MACS J1720+3536:[BBZ2014] JD1 |260.05305 |  35.60479 |G|2758091| 9.200000 |PUN |     |  0.000|4|0|7|3|3|0|0
729|[RMT2022] 1917-3335_0929|289.35210 | -33.59240 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
730|[MMD2016] M1931-09-1|292.95346 | -26.55815 |G|2608195| 8.700000 |PUN |     |  0.000|1|0|0|1|1|0|0
731|[RMT2022] 2008-6610_1020|302.02420 | -66.16580 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
732|[STB2016] Anc 01188|322.34322 |  -7.69338 |G|2428319| 8.100000 |SUN |     |  0.000|1|0|0|1|1|0|0
733|[STB2016] Anc 00914|322.34453 |  -7.68848 |G|2695135| 8.990000 |SUN |     |  0.000|1|0|0|1|1|0|0
734|[MMD2016] RXJ2129-9-1|322.41629 |   0.09966 |G|2638174| 8.800000 |PUN |     |  0.000|1|0|0|1|1|0|0
735|BoRG 2134-0708_0774|323.56230 |  -7.12000 |G|2997925|10.000000 |PUN |     |  0.000|1|0|0|1|1|0|0
736|MACS J2135:[RER2016] 0763|323.78433 |  -1.04472 |G|2728112| 9.100000 |PUN |     |  0.000|1|0|0|1|1|0|0
737|BoRG 2140+0241_0037|324.89390 |   2.67560 |G|3147821|10.500000 |PUN |     |  0.000|1|0|0|1|1|0|0
738|[MDB2013] BoRG_118|330.70988 |  18.83917 |G|2488278| 8.300000 |PUN |     |  0.000|1|0|0|1|2|0|0
739|CFHIZELS-SM14 282175|333.33500 |   1.42600 |G|2596203| 8.660000 |PUN |     |  0.000|2|0|2|2|1|0|0
740|CFHIZELS-SM14 248649|334.64200 |  -0.75100 |G|2602199| 8.680000 |PUN |     |  0.000|2|0|2|2|1|0|0
741|CFHIZELS-SM14 230764|335.63300 |   0.73700 |G|2602199| 8.680000 |PUN |     |  0.000|2|0|2|2|1|0|0
742|WISEA J222446.97-310221.6|336.19569 | -31.03930 |IrS|2698132| 9.000000 |PUN |     |  0.000|1|0|17|3|1|0|0
743|BoRG 2229-0945_0548|337.19030 |  -9.74910 |G|2518257| 8.400000 |PUN |     |  0.000|2|0|0|2|1|0|0
744|H-ATLAS J223007.7-321002|337.53474 | -32.16531 |G|2698132| 9.000000 |PUN |     |  0.000|1|0|0|1|1|0|0
745|ABELL S1063:[KIS2018] 65.2|342.17985 | -44.52566 |G|2458298| 8.200000 |PUN |     |  0.000|3|0|0|4|3|0|0
746|ABELL S1063:[KIS2018] 65.1|342.18226 | -44.52607 |G|2476286| 8.260000 |MUN |     |  0.000|3|0|0|4|4|0|0
747|[STB2016] Anc 01561|342.20188 | -44.54266 |G|2964948| 9.890000 |SUN |     |  0.000|1|0|0|1|1|0|0
748|[IKO2018] HFF5P-2042-2369|342.33512 | -44.54360 |G|2488278| 8.300000 |PUN |     |  0.000|2|0|0|2|2|0|0
749|[IKO2018] HFF5P-2092-3100|342.33719 | -44.55280 |G|2458298| 8.200000 |PUN |     |  0.000|2|0|0|2|2|0|0
750|SSTSL2 J232446.54+143259.2|351.19383 |  14.54983 |IrS|2698132| 9.000000 |PUN |     |  0.000|2|0|15|2|1|0|0
